region,country,year,population_m,organ,source,transplants,transplants_pmp
Western Pacific,Australia,2020,25.5,smallbowel,total,1,0.0392156862745098
Western Pacific,Australia,2021,25.8,heart,total,112,4.341085271317829
Western Pacific,Australia,2021,25.8,kidney,deceased,656,25.426356589147286
Western Pacific,Australia,2021,25.8,kidney,living,202,7.829457364341085
Western Pacific,Australia,2021,25.8,kidney,total,858,33.25581395348837
Western Pacific,Australia,2021,25.8,kidneypancreas,total,32,1.2403100775193798
Western Pacific,Australia,2021,25.8,liver,deceased,253,9.806201550387597
Western Pacific,Australia,2021,25.8,liver,domino,0,0
Western Pacific,Australia,2021,25.8,liver,living,1,0.03875968992248062
Western Pacific,Australia,2021,25.8,liver,total,254,9.844961240310077
Western Pacific,Australia,2021,25.8,lung,deceased,171,6.627906976744186
Western Pacific,Australia,2021,25.8,lung,living,0,0
Western Pacific,Australia,2021,25.8,lung,total,171,6.627906976744186
Western Pacific,Australia,2021,25.8,pancreas,total,37,1.4341085271317828
Western Pacific,Australia,2021,25.8,smallbowel,total,2,0.07751937984496124
Western Pacific,Australia,2022,26.1,heart,total,117,4.482758620689655
Western Pacific,Australia,2022,26.1,kidney,deceased,715,27.39463601532567
Western Pacific,Australia,2022,26.1,kidney,living,226,8.659003831417625
Western Pacific,Australia,2022,26.1,kidney,total,941,36.053639846743295
Western Pacific,Australia,2022,26.1,kidneypancreas,total,42,1.6091954022988504
Western Pacific,Australia,2022,26.1,liver,deceased,260,9.961685823754788
Western Pacific,Australia,2022,26.1,liver,domino,0,0
Western Pacific,Australia,2022,26.1,liver,living,0,0
Western Pacific,Australia,2022,26.1,liver,total,260,9.961685823754788
Western Pacific,Australia,2022,26.1,lung,deceased,142,5.440613026819923
Western Pacific,Australia,2022,26.1,lung,living,0,0
Western Pacific,Australia,2022,26.1,lung,total,142,5.440613026819923
Western Pacific,Australia,2022,26.1,pancreas,total,47,1.800766283524904
Western Pacific,Australia,2022,26.1,smallbowel,total,2,0.07662835249042145
Western Pacific,Australia,2023,26.4,heart,total,129,4.886363636363637
Western Pacific,Australia,2023,26.4,kidney,deceased,829,31.401515151515152
Western Pacific,Australia,2023,26.4,kidney,living,257,9.734848484848486
Western Pacific,Australia,2023,26.4,kidney,total,1086,41.13636363636364
Western Pacific,Australia,2023,26.4,kidneypancreas,total,41,1.5530303030303032
Western Pacific,Australia,2023,26.4,liver,deceased,287,10.871212121212121
Western Pacific,Australia,2023,26.4,liver,domino,0,0
Western Pacific,Australia,2023,26.4,liver,living,0,0
Western Pacific,Australia,2023,26.4,liver,total,287,10.871212121212121
Western Pacific,Australia,2023,26.4,lung,deceased,164,6.212121212121213
Western Pacific,Australia,2023,26.4,lung,living,0,0
Western Pacific,Australia,2023,26.4,lung,total,164,6.212121212121213
Western Pacific,Australia,2023,26.4,pancreas,total,47,1.7803030303030305
Western Pacific,Australia,2023,26.4,smallbowel,total,1,0.03787878787878788
Western Pacific,Australia,2024,26.7,heart,total,102,3.8202247191011236
Western Pacific,Australia,2024,26.7,kidney,deceased,812,30.411985018726593
Western Pacific,Australia,2024,26.7,kidney,living,253,9.47565543071161
Western Pacific,Australia,2024,26.7,kidney,total,1065,39.8876404494382
Western Pacific,Australia,2024,26.7,kidneypancreas,total,40,1.4981273408239701
Western Pacific,Australia,2024,26.7,liver,deceased,290,10.861423220973784
Western Pacific,Australia,2024,26.7,liver,domino,0,0
Western Pacific,Australia,2024,26.7,liver,total,290,10.861423220973784
Western Pacific,Australia,2024,26.7,lung,deceased,137,5.131086142322098
Western Pacific,Australia,2024,26.7,lung,living,0,0
Western Pacific,Australia,2024,26.7,lung,total,137,5.131086142322098
Western Pacific,Australia,2024,26.7,pancreas,total,44,1.647940074906367
Western Pacific,Australia,2024,26.7,smallbowel,total,2,0.0749063670411985
Europe,Austria,2000,8.2,heart,total,87,10.609756097560977
Europe,Austria,2000,8.2,kidney,deceased,357,43.53658536585366
Europe,Austria,2000,8.2,kidney,living,37,4.51219512195122
Europe,Austria,2000,8.2,kidney,total,394,48.04878048780488
Europe,Austria,2000,8.2,kidneypancreas,total,30,3.658536585365854
Europe,Austria,2000,8.2,liver,deceased,151,18.414634146341466
Europe,Austria,2000,8.2,liver,total,151,18.414634146341466
Europe,Austria,2000,8.2,lung,total,59,7.195121951219513
Europe,Austria,2000,8.2,pancreas,total,30,3.658536585365854
Europe,Austria,2000,8.2,smallbowel,total,6,0.7317073170731708
Europe,Austria,2001,8.1,heart,total,66,8.148148148148149
Europe,Austria,2001,8.1,kidney,deceased,362,44.69135802469136
Europe,Austria,2001,8.1,kidney,living,52,6.419753086419753
Europe,Austria,2001,8.1,kidney,total,414,51.111111111111114
Europe,Austria,2001,8.1,kidneypancreas,total,19,2.345679012345679
Europe,Austria,2001,8.1,liver,deceased,126,15.555555555555555
Europe,Austria,2001,8.1,liver,domino,0,0
Europe,Austria,2001,8.1,liver,living,2,0.2469135802469136
Europe,Austria,2001,8.1,liver,total,128,15.80246913580247
Europe,Austria,2001,8.1,lung,total,57,7.037037037037037
Europe,Austria,2001,8.1,pancreas,total,27,3.3333333333333335
Europe,Austria,2001,8.1,smallbowel,total,1,0.1234567901234568
Europe,Austria,2002,8.1,heart,total,72,8.88888888888889
Europe,Austria,2002,8.1,kidney,deceased,368,45.4320987654321
Europe,Austria,2002,8.1,kidney,living,42,5.185185185185185
Europe,Austria,2002,8.1,kidney,total,410,50.617283950617285
Europe,Austria,2002,8.1,kidneypancreas,total,35,4.320987654320988
Europe,Austria,2002,8.1,liver,deceased,151,18.641975308641975
Europe,Austria,2002,8.1,liver,domino,0,0
Europe,Austria,2002,8.1,liver,living,4,0.4938271604938272
Europe,Austria,2002,8.1,liver,total,155,19.135802469135804
Europe,Austria,2002,8.1,lung,total,90,11.11111111111111
Europe,Austria,2002,8.1,pancreas,total,52,6.419753086419753
Europe,Austria,2002,8.1,smallbowel,total,5,0.617283950617284
Europe,Austria,2003,8.1,heart,total,64,7.901234567901235
Europe,Austria,2003,8.1,kidney,deceased,336,41.48148148148148
Europe,Austria,2003,8.1,kidney,living,37,4.567901234567901
Europe,Austria,2003,8.1,kidney,total,373,46.04938271604939
Europe,Austria,2003,8.1,kidneypancreas,total,33,4.074074074074074
Europe,Austria,2003,8.1,liver,deceased,141,17.40740740740741
Europe,Austria,2003,8.1,liver,living,6,0.7407407407407408
Europe,Austria,2003,8.1,liver,total,147,18.14814814814815
Europe,Austria,2003,8.1,lung,total,88,10.864197530864198
Europe,Austria,2003,8.1,pancreas,total,33,4.074074074074074
Europe,Austria,2004,8.1,heart,total,64,7.901234567901235
Europe,Austria,2004,8.1,kidney,deceased,348,42.96296296296296
Europe,Austria,2004,8.1,kidney,living,38,4.691358024691358
Europe,Austria,2004,8.1,kidney,total,386,47.65432098765432
Europe,Austria,2004,8.1,kidneypancreas,total,30,3.7037037037037037
Europe,Austria,2004,8.1,liver,deceased,126,15.555555555555555
Europe,Austria,2004,8.1,liver,living,6,0.7407407407407408
Europe,Austria,2004,8.1,liver,total,132,16.296296296296298
Europe,Austria,2004,8.1,lung,total,78,9.62962962962963
Europe,Austria,2004,8.1,pancreas,total,35,4.320987654320988
Europe,Austria,2005,8.2,kidney,deceased,371,45.243902439024396
Europe,Austria,2005,8.2,kidney,living,35,4.2682926829268295
Europe,Austria,2005,8.2,kidney,total,406,49.51219512195122
Europe,Austria,2005,8.2,kidneypancreas,total,26,3.1707317073170733
Europe,Austria,2005,8.2,liver,deceased,133,16.219512195121954
Europe,Austria,2005,8.2,liver,living,3,0.3658536585365854
Europe,Austria,2005,8.2,liver,total,136,16.585365853658537
Europe,Austria,2005,8.2,lung,total,90,10.975609756097562
Europe,Austria,2005,8.2,pancreas,total,31,3.780487804878049
Europe,Austria,2006,8.2,heart,total,57,6.951219512195123
Europe,Austria,2006,8.2,kidney,deceased,374,45.60975609756098
Europe,Austria,2006,8.2,kidney,living,57,6.951219512195123
Europe,Austria,2006,8.2,kidney,total,431,52.5609756097561
Europe,Austria,2006,8.2,kidneypancreas,total,27,3.2926829268292686
Europe,Austria,2006,8.2,liver,deceased,137,16.70731707317073
Europe,Austria,2006,8.2,liver,domino,0,0
Europe,Austria,2006,8.2,liver,living,2,0.24390243902439027
Europe,Austria,2006,8.2,liver,total,139,16.951219512195124
Europe,Austria,2006,8.2,lung,total,102,12.439024390243903
Europe,Austria,2006,8.2,pancreas,total,39,4.75609756097561
Europe,Austria,2006,8.2,smallbowel,total,0,0
Europe,Austria,2007,8.2,heart,total,57,6.951219512195123
Europe,Austria,2007,8.2,kidney,deceased,336,40.97560975609756
Europe,Austria,2007,8.2,kidney,living,62,7.560975609756098
Europe,Austria,2007,8.2,kidney,total,398,48.53658536585366
Europe,Austria,2007,8.2,kidneypancreas,total,20,2.439024390243903
Europe,Austria,2007,8.2,liver,deceased,116,14.146341463414636
Europe,Austria,2007,8.2,liver,living,3,0.3658536585365854
Europe,Austria,2007,8.2,liver,total,119,14.51219512195122
Europe,Austria,2007,8.2,lung,total,82,10
Europe,Austria,2007,8.2,pancreas,total,25,3.048780487804878
Europe,Austria,2008,8.4,heart,total,62,7.3809523809523805
Europe,Austria,2008,8.4,kidney,deceased,303,36.07142857142857
Europe,Austria,2008,8.4,kidney,living,58,6.904761904761904
Europe,Austria,2008,8.4,kidney,total,361,42.976190476190474
Europe,Austria,2008,8.4,kidneypancreas,total,31,3.6904761904761902
Europe,Austria,2008,8.4,liver,deceased,112,13.333333333333332
Europe,Austria,2008,8.4,liver,domino,0,0
Europe,Austria,2008,8.4,liver,living,4,0.47619047619047616
Europe,Austria,2008,8.4,liver,total,116,13.809523809523808
Europe,Austria,2008,8.4,lung,total,119,14.166666666666666
Europe,Austria,2008,8.4,pancreas,total,34,4.0476190476190474
Europe,Austria,2009,8.4,heart,total,73,8.69047619047619
Europe,Austria,2009,8.4,kidney,deceased,363,43.214285714285715
Europe,Austria,2009,8.4,kidney,living,69,8.214285714285714
Europe,Austria,2009,8.4,kidney,total,432,51.42857142857142
Europe,Austria,2009,8.4,kidneypancreas,total,32,3.8095238095238093
Europe,Austria,2009,8.4,liver,deceased,146,17.38095238095238
Europe,Austria,2009,8.4,liver,domino,0,0
Europe,Austria,2009,8.4,liver,living,7,0.8333333333333333
Europe,Austria,2009,8.4,liver,total,153,18.21428571428571
Europe,Austria,2009,8.4,lung,total,109,12.976190476190476
Europe,Austria,2010,8.4,heart,total,69,8.214285714285714
Europe,Austria,2010,8.4,kidney,deceased,348,41.42857142857142
Europe,Austria,2010,8.4,kidney,living,59,7.023809523809524
Europe,Austria,2010,8.4,kidney,total,407,48.45238095238095
Europe,Austria,2010,8.4,kidneypancreas,total,27,3.214285714285714
Europe,Austria,2010,8.4,liver,deceased,139,16.547619047619047
Europe,Austria,2010,8.4,liver,domino,0,0
Europe,Austria,2010,8.4,liver,living,2,0.23809523809523808
Europe,Austria,2010,8.4,liver,total,141,16.785714285714285
Europe,Austria,2010,8.4,lung,total,114,13.571428571428571
Europe,Austria,2011,8.4,heart,total,51,6.071428571428571
Europe,Austria,2011,8.4,kidney,deceased,360,42.857142857142854
Europe,Austria,2011,8.4,kidney,living,55,6.5476190476190474
Europe,Austria,2011,8.4,kidney,total,415,49.404761904761905
Europe,Austria,2011,8.4,kidneypancreas,total,16,1.9047619047619047
Europe,Austria,2011,8.4,liver,deceased,126,15
Europe,Austria,2011,8.4,liver,domino,0,0
Europe,Austria,2011,8.4,liver,living,2,0.23809523809523808
Europe,Austria,2011,8.4,liver,total,128,15.238095238095237
Europe,Austria,2011,8.4,lung,deceased,120,14.285714285714285
Europe,Austria,2011,8.4,lung,total,120,14.285714285714285
Europe,Austria,2011,8.4,pancreas,total,16,1.9047619047619047
Europe,Austria,2012,8.4,heart,total,62,7.3809523809523805
Europe,Austria,2012,8.4,kidney,deceased,360,42.857142857142854
Europe,Austria,2012,8.4,kidney,living,63,7.5
Europe,Austria,2012,8.4,kidney,total,423,50.357142857142854
Europe,Austria,2012,8.4,kidneypancreas,total,12,1.4285714285714286
Europe,Austria,2012,8.4,liver,deceased,126,15
Europe,Austria,2012,8.4,liver,domino,0,0
Europe,Austria,2012,8.4,liver,living,0,0
Europe,Austria,2012,8.4,liver,total,126,15
Europe,Austria,2012,8.4,lung,deceased,124,14.761904761904761
Europe,Austria,2012,8.4,lung,living,0,0
Europe,Austria,2012,8.4,lung,total,124,14.761904761904761
Europe,Austria,2012,8.4,pancreas,total,14,1.6666666666666665
Europe,Austria,2012,8.4,smallbowel,total,0,0
Europe,Austria,2013,8.5,heart,total,64,7.529411764705882
Europe,Austria,2013,8.5,kidney,deceased,347,40.8235294117647
Europe,Austria,2013,8.5,kidney,living,74,8.705882352941176
Europe,Austria,2013,8.5,kidney,total,421,49.529411764705884
Europe,Austria,2013,8.5,kidneypancreas,total,16,1.8823529411764706
Europe,Austria,2013,8.5,liver,deceased,130,15.294117647058824
Europe,Austria,2013,8.5,liver,domino,0,0
Europe,Austria,2013,8.5,liver,living,2,0.23529411764705882
Europe,Austria,2013,8.5,liver,total,132,15.529411764705882
Europe,Austria,2013,8.5,lung,deceased,128,15.058823529411764
Europe,Austria,2013,8.5,lung,living,0,0
Europe,Austria,2013,8.5,lung,total,128,15.058823529411764
Europe,Austria,2013,8.5,pancreas,total,19,2.235294117647059
Europe,Austria,2013,8.5,smallbowel,total,0,0
Europe,Austria,2014,8.5,heart,total,68,8
Europe,Austria,2014,8.5,kidney,deceased,375,44.11764705882353
Europe,Austria,2014,8.5,kidney,living,71,8.352941176470589
Europe,Austria,2014,8.5,kidney,total,446,52.470588235294116
Europe,Austria,2014,8.5,kidneypancreas,total,19,2.235294117647059
Europe,Austria,2014,8.5,liver,deceased,136,16
Europe,Austria,2014,8.5,liver,domino,0,0
Europe,Austria,2014,8.5,liver,living,6,0.7058823529411765
Europe,Austria,2014,8.5,liver,total,142,16.705882352941178
Europe,Austria,2014,8.5,lung,deceased,134,15.764705882352942
Europe,Austria,2014,8.5,lung,living,0,0
Europe,Austria,2014,8.5,lung,total,134,15.764705882352942
Europe,Austria,2014,8.5,pancreas,total,21,2.4705882352941178
Europe,Austria,2014,8.5,smallbowel,total,0,0
Europe,Austria,2015,8.5,heart,total,67,7.882352941176471
Europe,Austria,2015,8.5,kidney,deceased,355,41.76470588235294
Europe,Austria,2015,8.5,kidney,living,62,7.294117647058823
Europe,Austria,2015,8.5,kidney,total,417,49.05882352941177
Europe,Austria,2015,8.5,kidneypancreas,total,25,2.9411764705882355
Europe,Austria,2015,8.5,liver,deceased,141,16.58823529411765
Europe,Austria,2015,8.5,liver,domino,0,0
Europe,Austria,2015,8.5,liver,living,5,0.5882352941176471
Europe,Austria,2015,8.5,liver,total,146,17.176470588235293
Europe,Austria,2015,8.5,lung,deceased,130,15.294117647058824
Europe,Austria,2015,8.5,lung,living,0,0
Europe,Austria,2015,8.5,lung,total,130,15.294117647058824
Europe,Austria,2015,8.5,pancreas,total,27,3.176470588235294
Europe,Austria,2015,8.5,smallbowel,total,0,0
Europe,Austria,2016,8.6,heart,total,57,6.627906976744186
Europe,Austria,2016,8.6,kidney,deceased,365,42.44186046511628
Europe,Austria,2016,8.6,kidney,living,67,7.790697674418605
Europe,Austria,2016,8.6,kidney,total,432,50.23255813953489
Europe,Austria,2016,8.6,kidneypancreas,total,24,2.7906976744186047
Europe,Austria,2016,8.6,liver,deceased,152,17.674418604651162
Europe,Austria,2016,8.6,liver,domino,0,0
Europe,Austria,2016,8.6,liver,living,2,0.23255813953488372
Europe,Austria,2016,8.6,liver,total,154,17.906976744186046
Europe,Austria,2016,8.6,lung,deceased,110,12.790697674418606
Europe,Austria,2016,8.6,lung,living,0,0
Europe,Austria,2016,8.6,lung,total,110,12.790697674418606
Europe,Austria,2016,8.6,pancreas,total,26,3.0232558139534884
Europe,Austria,2016,8.6,smallbowel,total,1,0.11627906976744186
Europe,Austria,2017,8.7,heart,total,64,7.3563218390804606
Europe,Austria,2017,8.7,kidney,deceased,359,41.264367816091955
Europe,Austria,2017,8.7,kidney,living,69,7.931034482758621
Europe,Austria,2017,8.7,kidney,total,428,49.19540229885058
Europe,Austria,2017,8.7,kidneypancreas,total,20,2.298850574712644
Europe,Austria,2017,8.7,liver,deceased,158,18.160919540229887
Europe,Austria,2017,8.7,liver,domino,0,0
Europe,Austria,2017,8.7,liver,living,3,0.3448275862068966
Europe,Austria,2017,8.7,liver,total,161,18.505747126436784
Europe,Austria,2017,8.7,lung,deceased,116,13.333333333333334
Europe,Austria,2017,8.7,lung,living,0,0
Europe,Austria,2017,8.7,lung,total,116,13.333333333333334
Europe,Austria,2017,8.7,pancreas,total,20,2.298850574712644
Europe,Austria,2018,8.8,heart,total,65,7.386363636363636
Europe,Austria,2018,8.8,kidney,deceased,344,39.090909090909086
Europe,Austria,2018,8.8,kidney,living,70,7.954545454545454
Europe,Austria,2018,8.8,kidney,total,414,47.04545454545454
Europe,Austria,2018,8.8,kidneypancreas,total,19,2.1590909090909087
Europe,Austria,2018,8.8,liver,deceased,175,19.886363636363633
Europe,Austria,2018,8.8,liver,domino,0,0
Europe,Austria,2018,8.8,liver,living,7,0.7954545454545454
Europe,Austria,2018,8.8,liver,total,182,20.68181818181818
Europe,Austria,2018,8.8,lung,deceased,117,13.295454545454545
Europe,Austria,2018,8.8,lung,living,0,0
Europe,Austria,2018,8.8,lung,total,117,13.295454545454545
Europe,Austria,2018,8.8,pancreas,total,20,2.2727272727272725
Europe,Austria,2018,8.8,smallbowel,total,0,0
Europe,Austria,2019,8.8,heart,total,67,7.613636363636363
Europe,Austria,2019,8.8,kidney,deceased,309,35.11363636363636
Europe,Austria,2019,8.8,kidney,living,77,8.75
Europe,Austria,2019,8.8,kidney,total,386,43.86363636363636
Europe,Austria,2019,8.8,kidneypancreas,total,13,1.477272727272727
Europe,Austria,2019,8.8,liver,deceased,139,15.795454545454545
Europe,Austria,2019,8.8,liver,domino,0,0
Europe,Austria,2019,8.8,liver,living,12,1.3636363636363635
Europe,Austria,2019,8.8,liver,total,151,17.159090909090907
Europe,Austria,2019,8.8,lung,deceased,99,11.249999999999998
Europe,Austria,2019,8.8,lung,living,1,0.11363636363636363
Europe,Austria,2019,8.8,lung,total,100,11.363636363636363
Europe,Austria,2019,8.8,pancreas,total,15,1.7045454545454544
Europe,Austria,2019,8.8,smallbowel,total,1,0.11363636363636363
Europe,Austria,2020,9,heart,total,59,6.555555555555555
Europe,Austria,2020,9,kidney,deceased,291,32.333333333333336
Europe,Austria,2020,9,kidney,living,44,4.888888888888889
Europe,Austria,2020,9,kidney,total,335,37.22222222222222
Europe,Austria,2020,9,kidneypancreas,total,17,1.8888888888888888
Europe,Austria,2020,9,liver,deceased,150,16.666666666666668
Europe,Austria,2020,9,liver,domino,0,0
Europe,Austria,2020,9,liver,living,8,0.8888888888888888
Europe,Austria,2020,9,liver,total,158,17.555555555555557
Europe,Austria,2020,9,lung,deceased,100,11.11111111111111
Europe,Austria,2020,9,lung,living,0,0
Europe,Austria,2020,9,lung,total,100,11.11111111111111
Europe,Austria,2020,9,pancreas,total,20,2.2222222222222223
Europe,Austria,2020,9,smallbowel,total,0,0
Europe,Austria,2021,9,heart,total,59,6.555555555555555
Europe,Austria,2021,9,kidney,deceased,264,29.333333333333332
Europe,Austria,2021,9,kidney,living,42,4.666666666666667
Europe,Austria,2021,9,kidney,total,306,34
Europe,Austria,2021,9,kidneypancreas,total,13,1.4444444444444444
Europe,Austria,2021,9,liver,deceased,150,16.666666666666668
Europe,Austria,2021,9,liver,domino,0,0
Europe,Austria,2021,9,liver,living,9,1
Europe,Austria,2021,9,liver,total,159,17.666666666666668
Europe,Austria,2021,9,lung,deceased,123,13.666666666666666
Europe,Austria,2021,9,lung,living,0,0
Europe,Austria,2021,9,lung,total,123,13.666666666666666
Europe,Austria,2021,9,pancreas,total,14,1.5555555555555556
Europe,Austria,2021,9,smallbowel,total,1,0.1111111111111111
Europe,Austria,2022,9.1,heart,total,62,6.813186813186814
Europe,Austria,2022,9.1,kidney,deceased,281,30.87912087912088
Europe,Austria,2022,9.1,kidney,living,55,6.043956043956044
Europe,Austria,2022,9.1,kidney,total,336,36.92307692307693
Europe,Austria,2022,9.1,kidneypancreas,total,17,1.8681318681318682
Europe,Austria,2022,9.1,liver,deceased,167,18.351648351648354
Europe,Austria,2022,9.1,liver,domino,0,0
Europe,Austria,2022,9.1,liver,living,2,0.21978021978021978
Europe,Austria,2022,9.1,liver,total,169,18.571428571428573
Europe,Austria,2022,9.1,lung,deceased,102,11.20879120879121
Europe,Austria,2022,9.1,lung,living,0,0
Europe,Austria,2022,9.1,lung,total,102,11.20879120879121
Europe,Austria,2022,9.1,pancreas,total,18,1.978021978021978
Europe,Austria,2022,9.1,smallbowel,total,0,0
Europe,Austria,2023,9,heart,total,64,7.111111111111111
Europe,Austria,2023,9,kidney,deceased,254,28.22222222222222
Europe,Austria,2023,9,kidney,living,73,8.11111111111111
Europe,Austria,2023,9,kidney,total,327,36.333333333333336
Europe,Austria,2023,9,kidneypancreas,total,10,1.1111111111111112
Europe,Austria,2023,9,liver,deceased,117,13
Europe,Austria,2023,9,liver,domino,0,0
Europe,Austria,2023,9,liver,living,6,0.6666666666666666
Europe,Austria,2023,9,liver,total,123,13.666666666666666
Europe,Austria,2023,9,lung,deceased,124,13.777777777777779
Europe,Austria,2023,9,lung,living,0,0
Europe,Austria,2023,9,lung,total,124,13.777777777777779
Europe,Austria,2023,9,pancreas,total,10,1.1111111111111112
Europe,Austria,2023,9,smallbowel,total,0,0
Europe,Austria,2024,9,heart,total,59,6.555555555555555
Europe,Austria,2024,9,kidney,deceased,264,29.333333333333332
Europe,Austria,2024,9,kidney,living,55,6.111111111111111
Europe,Austria,2024,9,kidney,total,319,35.44444444444444
Europe,Austria,2024,9,kidneypancreas,total,13,1.4444444444444444
Europe,Austria,2024,9,liver,deceased,137,15.222222222222221
Europe,Austria,2024,9,liver,domino,0,0
Europe,Austria,2024,9,liver,living,3,0.3333333333333333
Europe,Austria,2024,9,liver,total,140,15.555555555555555
Europe,Austria,2024,9,lung,deceased,106,11.777777777777779
Europe,Austria,2024,9,lung,living,0,0
Europe,Austria,2024,9,lung,total,106,11.777777777777779
Europe,Austria,2024,9,pancreas,total,13,1.4444444444444444
Europe,Austria,2024,9,smallbowel,total,0,0
Europe,Azerbaijan,2011,9.3,heart,total,0,0
Europe,Azerbaijan,2011,9.3,kidney,deceased,0,0
Europe,Azerbaijan,2011,9.3,kidney,living,52,5.591397849462365
Europe,Azerbaijan,2011,9.3,kidney,total,52,5.591397849462365
Europe,Azerbaijan,2011,9.3,kidneypancreas,total,0,0
Europe,Azerbaijan,2011,9.3,liver,deceased,0,0
Europe,Azerbaijan,2011,9.3,liver,living,31,3.333333333333333
Europe,Azerbaijan,2011,9.3,liver,total,31,3.333333333333333
Europe,Azerbaijan,2011,9.3,lung,deceased,0,0
Europe,Azerbaijan,2011,9.3,lung,living,0,0
Europe,Azerbaijan,2011,9.3,lung,total,0,0
Europe,Azerbaijan,2011,9.3,pancreas,total,0,0
Europe,Azerbaijan,2011,9.3,smallbowel,total,0,0
Europe,Azerbaijan,2012,9.4,heart,total,0,0
Europe,Azerbaijan,2012,9.4,kidney,deceased,0,0
Europe,Azerbaijan,2012,9.4,kidney,living,45,4.787234042553191
Europe,Azerbaijan,2012,9.4,kidney,total,45,4.787234042553191
Europe,Azerbaijan,2012,9.4,kidneypancreas,total,0,0
Europe,Azerbaijan,2012,9.4,liver,deceased,0,0
Europe,Azerbaijan,2012,9.4,liver,domino,0,0
Europe,Azerbaijan,2012,9.4,liver,living,16,1.702127659574468
Europe,Azerbaijan,2012,9.4,liver,total,16,1.702127659574468
Europe,Azerbaijan,2012,9.4,lung,deceased,0,0
Europe,Azerbaijan,2012,9.4,lung,living,0,0
Europe,Azerbaijan,2012,9.4,lung,total,0,0
Europe,Azerbaijan,2012,9.4,pancreas,total,0,0
Europe,Azerbaijan,2012,9.4,smallbowel,total,0,0
Europe,Azerbaijan,2013,9.4,heart,total,0,0
Europe,Azerbaijan,2013,9.4,kidney,deceased,0,0
Europe,Azerbaijan,2013,9.4,kidney,living,66,7.0212765957446805
Europe,Azerbaijan,2013,9.4,kidney,total,66,7.0212765957446805
Europe,Azerbaijan,2013,9.4,kidneypancreas,total,0,0
Europe,Azerbaijan,2013,9.4,liver,living,21,2.234042553191489
Europe,Azerbaijan,2013,9.4,liver,total,21,2.234042553191489
Europe,Azerbaijan,2013,9.4,lung,deceased,0,0
Europe,Azerbaijan,2013,9.4,lung,living,0,0
Europe,Azerbaijan,2013,9.4,lung,total,0,0
Europe,Azerbaijan,2013,9.4,pancreas,total,0,0
Europe,Azerbaijan,2013,9.4,smallbowel,total,0,0
Europe,Azerbaijan,2014,9.5,heart,total,0,0
Europe,Azerbaijan,2014,9.5,kidney,deceased,0,0
Europe,Azerbaijan,2014,9.5,kidney,living,95,10
Europe,Azerbaijan,2014,9.5,kidney,total,95,10
Europe,Azerbaijan,2014,9.5,kidneypancreas,total,0,0
Europe,Azerbaijan,2014,9.5,liver,deceased,0,0
Europe,Azerbaijan,2014,9.5,liver,domino,0,0
Europe,Azerbaijan,2014,9.5,liver,living,16,1.6842105263157894
Europe,Azerbaijan,2014,9.5,liver,total,16,1.6842105263157894
Europe,Azerbaijan,2014,9.5,lung,deceased,0,0
Europe,Azerbaijan,2014,9.5,lung,living,0,0
Europe,Azerbaijan,2014,9.5,lung,total,0,0
Europe,Azerbaijan,2014,9.5,pancreas,total,0,0
Europe,Azerbaijan,2014,9.5,smallbowel,total,0,0
Europe,Azerbaijan,2015,9.8,heart,total,0,0
Europe,Azerbaijan,2015,9.8,kidney,deceased,0,0
Europe,Azerbaijan,2015,9.8,kidney,living,94,9.591836734693876
Europe,Azerbaijan,2015,9.8,kidney,total,94,9.591836734693876
Europe,Azerbaijan,2015,9.8,kidneypancreas,total,0,0
Europe,Azerbaijan,2015,9.8,liver,deceased,0,0
Europe,Azerbaijan,2015,9.8,liver,living,16,1.6326530612244896
Europe,Azerbaijan,2015,9.8,liver,total,16,1.6326530612244896
Europe,Azerbaijan,2015,9.8,lung,deceased,0,0
Europe,Azerbaijan,2015,9.8,lung,living,0,0
Europe,Azerbaijan,2015,9.8,lung,total,0,0
Europe,Azerbaijan,2015,9.8,pancreas,total,0,0
Europe,Azerbaijan,2015,9.8,smallbowel,total,0,0
Europe,Azerbaijan,2022,10.3,heart,total,0,0
Europe,Azerbaijan,2022,10.3,kidney,deceased,0,0
Europe,Azerbaijan,2022,10.3,kidney,living,31,3.0097087378640777
Europe,Azerbaijan,2022,10.3,kidney,total,31,3.0097087378640777
Europe,Azerbaijan,2022,10.3,kidneypancreas,total,0,0
Europe,Azerbaijan,2022,10.3,liver,deceased,0,0
Europe,Azerbaijan,2022,10.3,liver,domino,0,0
Europe,Azerbaijan,2022,10.3,liver,living,10,0.9708737864077669
Europe,Azerbaijan,2022,10.3,liver,total,10,0.9708737864077669
Europe,Azerbaijan,2022,10.3,lung,deceased,0,0
Europe,Azerbaijan,2022,10.3,lung,living,0,0
Europe,Azerbaijan,2022,10.3,lung,total,0,0
Europe,Azerbaijan,2022,10.3,pancreas,total,0,0
Europe,Azerbaijan,2022,10.3,smallbowel,total,0,0
Eastern Mediterranean,Bahrain,2004,0.7,heart,total,0,0
Eastern Mediterranean,Bahrain,2004,0.7,liver,deceased,0,0
Eastern Mediterranean,Bahrain,2004,0.7,liver,total,0,0
Eastern Mediterranean,Bahrain,2006,0.7,heart,total,0,0
Eastern Mediterranean,Bahrain,2006,0.7,kidney,deceased,2,2.857142857142857
Eastern Mediterranean,Bahrain,2006,0.7,kidney,total,2,2.857142857142857
