region,country,year,population_m,organ,source,transplants,transplants_pmp
Eastern Mediterranean,Afghanistan,2022,40.8,heart,total,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,kidney,deceased,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,kidney,living,132,3.235294117647059
Eastern Mediterranean,Afghanistan,2022,40.8,kidney,total,132,3.235294117647059
Eastern Mediterranean,Afghanistan,2022,40.8,kidneypancreas,total,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,liver,deceased,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,liver,domino,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,liver,living,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,liver,total,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,lung,deceased,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,lung,living,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,lung,total,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,pancreas,total,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,smallbowel,total,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,heart,total,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,kidney,deceased,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,kidney,living,459,10.876777251184834
Eastern Mediterranean,Afghanistan,2023,42.2,kidney,total,459,10.876777251184834
Eastern Mediterranean,Afghanistan,2023,42.2,kidneypancreas,total,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,liver,deceased,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,liver,domino,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,liver,living,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,liver,total,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,lung,deceased,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,lung,living,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,lung,total,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,pancreas,total,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,smallbowel,total,0,0
Europe,Albania,2008,3.2,kidney,living,1,0.3125
Europe,Albania,2008,3.2,kidney,total,1,0.3125
Europe,Albania,2010,3.2,heart,total,0,0
Europe,Albania,2010,3.2,kidney,deceased,0,0
Europe,Albania,2010,3.2,kidney,living,2,0.625
Europe,Albania,2010,3.2,kidney,total,2,0.625
Europe,Albania,2010,3.2,kidneypancreas,total,0,0
Europe,Albania,2010,3.2,liver,deceased,0,0
Europe,Albania,2010,3.2,liver,domino,0,0
Europe,Albania,2010,3.2,liver,living,0,0
Europe,Albania,2010,3.2,liver,total,0,0
Europe,Albania,2010,3.2,lung,total,0,0
Europe,Albania,2010,3.2,pancreas,total,0,0
Europe,Albania,2010,3.2,smallbowel,total,0,0
Europe,Albania,2011,3.2,heart,total,0,0
Europe,Albania,2011,3.2,kidney,deceased,0,0
Europe,Albania,2011,3.2,kidney,living,9,2.8125
Europe,Albania,2011,3.2,kidney,total,9,2.8125
Europe,Albania,2011,3.2,kidneypancreas,total,0,0
Europe,Albania,2011,3.2,liver,deceased,0,0
Europe,Albania,2011,3.2,liver,domino,0,0
Europe,Albania,2011,3.2,liver,living,0,0
Europe,Albania,2011,3.2,liver,total,0,0
Europe,Albania,2011,3.2,lung,deceased,0,0
Europe,Albania,2011,3.2,lung,living,0,0
Europe,Albania,2011,3.2,lung,total,0,0
Europe,Albania,2011,3.2,pancreas,total,0,0
Europe,Albania,2011,3.2,smallbowel,total,0,0
Europe,Albania,2012,3.2,heart,total,0,0
Europe,Albania,2012,3.2,kidney,deceased,0,0
Europe,Albania,2012,3.2,kidney,living,5,1.5625
Europe,Albania,2012,3.2,kidney,total,5,1.5625
Europe,Albania,2012,3.2,kidneypancreas,total,0,0
Europe,Albania,2012,3.2,liver,deceased,0,0
Europe,Albania,2012,3.2,liver,domino,0,0
Europe,Albania,2012,3.2,liver,living,0,0
Europe,Albania,2012,3.2,liver,total,0,0
Europe,Albania,2012,3.2,lung,deceased,0,0
Europe,Albania,2012,3.2,lung,living,0,0
Europe,Albania,2012,3.2,lung,total,0,0
Europe,Albania,2012,3.2,pancreas,total,0,0
Europe,Albania,2012,3.2,smallbowel,total,0,0
Europe,Albania,2013,3.2,kidney,living,9,2.8125
Europe,Albania,2013,3.2,kidney,total,9,2.8125
Europe,Albania,2013,3.2,liver,living,3,0.9375
Europe,Albania,2013,3.2,liver,total,3,0.9375
Europe,Albania,2014,3.2,kidney,deceased,0,0
Europe,Albania,2014,3.2,kidney,living,9,2.8125
Europe,Albania,2014,3.2,kidney,total,9,2.8125
Europe,Albania,2014,3.2,liver,deceased,0,0
Europe,Albania,2014,3.2,liver,living,3,0.9375
Europe,Albania,2014,3.2,liver,total,3,0.9375
Europe,Albania,2015,2.9,kidney,deceased,0,0
Europe,Albania,2015,2.9,kidney,living,9,3.103448275862069
Europe,Albania,2015,2.9,kidney,total,9,3.103448275862069
Europe,Albania,2015,2.9,liver,deceased,0,0
Europe,Albania,2015,2.9,liver,living,3,1.0344827586206897
Europe,Albania,2015,2.9,liver,total,3,1.0344827586206897
Europe,Albania,2020,2.9,heart,total,0,0
Europe,Albania,2020,2.9,kidney,deceased,0,0
Europe,Albania,2020,2.9,kidney,living,7,2.413793103448276
Europe,Albania,2020,2.9,kidney,total,7,2.413793103448276
Europe,Albania,2020,2.9,kidneypancreas,total,0,0
Europe,Albania,2020,2.9,liver,deceased,0,0
Europe,Albania,2020,2.9,liver,domino,0,0
Europe,Albania,2020,2.9,liver,living,0,0
Europe,Albania,2020,2.9,liver,total,0,0
Europe,Albania,2020,2.9,lung,deceased,0,0
Europe,Albania,2020,2.9,lung,living,0,0
Europe,Albania,2020,2.9,lung,total,0,0
Europe,Albania,2020,2.9,pancreas,total,0,0
Europe,Albania,2020,2.9,smallbowel,total,0,0
Europe,Albania,2021,2.9,kidney,living,21,7.241379310344827
Europe,Albania,2021,2.9,kidney,total,21,7.241379310344827
Europe,Albania,2022,2.9,heart,total,0,0
Europe,Albania,2022,2.9,kidney,deceased,0,0
Europe,Albania,2022,2.9,kidney,living,13,4.482758620689656
Europe,Albania,2022,2.9,kidney,total,13,4.482758620689656
Europe,Albania,2022,2.9,kidneypancreas,total,0,0
Europe,Albania,2022,2.9,liver,deceased,0,0
Europe,Albania,2022,2.9,liver,domino,0,0
Europe,Albania,2022,2.9,liver,living,0,0
Europe,Albania,2022,2.9,liver,total,0,0
Europe,Albania,2022,2.9,lung,deceased,0,0
Europe,Albania,2022,2.9,lung,living,0,0
Europe,Albania,2022,2.9,lung,total,0,0
Europe,Albania,2022,2.9,pancreas,total,0,0
Europe,Albania,2022,2.9,smallbowel,total,0,0
Europe,Albania,2023,2.8,heart,total,0,0
Europe,Albania,2023,2.8,kidney,deceased,0,0
Europe,Albania,2023,2.8,kidney,living,26,9.285714285714286
Europe,Albania,2023,2.8,kidney,total,26,9.285714285714286
Europe,Albania,2023,2.8,kidneypancreas,total,0,0
Europe,Albania,2023,2.8,liver,deceased,0,0
Europe,Albania,2023,2.8,liver,domino,0,0
Europe,Albania,2023,2.8,liver,living,0,0
Europe,Albania,2023,2.8,liver,total,0,0
Europe,Albania,2023,2.8,lung,deceased,0,0
Europe,Albania,2023,2.8,lung,living,0,0
Europe,Albania,2023,2.8,lung,total,0,0
Europe,Albania,2023,2.8,pancreas,total,0,0
Europe,Albania,2023,2.8,smallbowel,total,0,0
Europe,Albania,2024,2.8,heart,total,0,0
Europe,Albania,2024,2.8,kidney,deceased,0,0
Europe,Albania,2024,2.8,kidney,living,23,8.214285714285715
Europe,Albania,2024,2.8,kidney,total,23,8.214285714285715
Europe,Albania,2024,2.8,kidneypancreas,total,0,0
Europe,Albania,2024,2.8,liver,deceased,0,0
Europe,Albania,2024,2.8,liver,domino,0,0
Europe,Albania,2024,2.8,liver,living,0,0
Europe,Albania,2024,2.8,liver,total,0,0
Europe,Albania,2024,2.8,lung,deceased,0,0
Europe,Albania,2024,2.8,lung,living,0,0
Europe,Albania,2024,2.8,lung,total,0,0
Europe,Albania,2024,2.8,pancreas,total,0,0
Europe,Albania,2024,2.8,smallbowel,total,0,0
Africa,Algeria,2008,34.4,kidney,living,112,3.255813953488372
Africa,Algeria,2008,34.4,kidney,total,112,3.255813953488372
Africa,Algeria,2008,34.4,liver,living,3,0.0872093023255814
Africa,Algeria,2008,34.4,liver,total,3,0.0872093023255814
Africa,Algeria,2009,34.9,heart,total,0,0
Africa,Algeria,2009,34.9,kidney,deceased,0,0
Africa,Algeria,2009,34.9,kidney,living,105,3.008595988538682
Africa,Algeria,2009,34.9,kidney,total,105,3.008595988538682
Africa,Algeria,2009,34.9,kidneypancreas,total,0,0
Africa,Algeria,2009,34.9,liver,deceased,0,0
Africa,Algeria,2009,34.9,liver,domino,0,0
Africa,Algeria,2009,34.9,liver,living,5,0.14326647564469916
Africa,Algeria,2009,34.9,liver,total,5,0.14326647564469916
Africa,Algeria,2009,34.9,lung,total,0,0
Africa,Algeria,2009,34.9,smallbowel,total,0,0
Africa,Algeria,2010,35.4,heart,total,0,0
Africa,Algeria,2010,35.4,kidney,deceased,2,0.05649717514124294
Africa,Algeria,2010,35.4,kidney,living,96,2.7118644067796613
Africa,Algeria,2010,35.4,kidney,total,98,2.768361581920904
Africa,Algeria,2010,35.4,kidneypancreas,total,0,0
Africa,Algeria,2010,35.4,liver,deceased,0,0
Africa,Algeria,2010,35.4,liver,domino,0,0
Africa,Algeria,2010,35.4,liver,living,6,0.16949152542372883
Africa,Algeria,2010,35.4,liver,total,6,0.16949152542372883
Africa,Algeria,2010,35.4,lung,total,0,0
Africa,Algeria,2010,35.4,smallbowel,total,0,0
Africa,Algeria,2011,36,heart,total,0,0
Africa,Algeria,2011,36,kidney,deceased,0,0
Africa,Algeria,2011,36,kidney,living,124,3.4444444444444446
Africa,Algeria,2011,36,kidney,total,124,3.4444444444444446
Africa,Algeria,2011,36,kidneypancreas,total,0,0
Africa,Algeria,2011,36,liver,deceased,0,0
Africa,Algeria,2011,36,liver,domino,0,0
Africa,Algeria,2011,36,liver,living,6,0.16666666666666666
Africa,Algeria,2011,36,liver,total,6,0.16666666666666666
Africa,Algeria,2011,36,lung,deceased,0,0
Africa,Algeria,2011,36,lung,living,0,0
Africa,Algeria,2011,36,lung,total,0,0
Africa,Algeria,2011,36,pancreas,total,0,0
Africa,Algeria,2011,36,smallbowel,total,0,0
Africa,Algeria,2012,36.5,heart,total,0,0
Africa,Algeria,2012,36.5,kidney,deceased,2,0.0547945205479452
Africa,Algeria,2012,36.5,kidney,living,117,3.2054794520547945
Africa,Algeria,2012,36.5,kidney,total,119,3.26027397260274
Africa,Algeria,2012,36.5,kidneypancreas,total,0,0
Africa,Algeria,2012,36.5,liver,deceased,0,0
Africa,Algeria,2012,36.5,liver,domino,0,0
Africa,Algeria,2012,36.5,liver,living,2,0.0547945205479452
Africa,Algeria,2012,36.5,liver,total,2,0.0547945205479452
Africa,Algeria,2012,36.5,lung,deceased,0,0
Africa,Algeria,2012,36.5,lung,living,0,0
Africa,Algeria,2012,36.5,lung,total,0,0
Africa,Algeria,2012,36.5,pancreas,total,0,0
Africa,Algeria,2012,36.5,smallbowel,total,0,0
Africa,Algeria,2013,39.2,heart,total,0,0
Africa,Algeria,2013,39.2,kidney,deceased,0,0
Africa,Algeria,2013,39.2,kidney,living,137,3.4948979591836733
Africa,Algeria,2013,39.2,kidney,total,137,3.4948979591836733
Africa,Algeria,2013,39.2,kidneypancreas,total,0,0
Africa,Algeria,2013,39.2,liver,deceased,0,0
Africa,Algeria,2013,39.2,liver,domino,0,0
Africa,Algeria,2013,39.2,liver,living,1,0.02551020408163265
Africa,Algeria,2013,39.2,liver,total,1,0.02551020408163265
Africa,Algeria,2013,39.2,lung,deceased,0,0
Africa,Algeria,2013,39.2,lung,living,0,0
Africa,Algeria,2013,39.2,lung,total,0,0
Africa,Algeria,2013,39.2,pancreas,total,0,0
Africa,Algeria,2013,39.2,smallbowel,total,0,0
Africa,Algeria,2014,39.9,heart,total,0,0
Africa,Algeria,2014,39.9,kidney,deceased,2,0.050125313283208024
Africa,Algeria,2014,39.9,kidney,living,168,4.2105263157894735
Africa,Algeria,2014,39.9,kidney,total,170,4.260651629072682
Africa,Algeria,2014,39.9,kidneypancreas,total,0,0
Africa,Algeria,2014,39.9,liver,deceased,0,0
Africa,Algeria,2014,39.9,liver,domino,0,0
Africa,Algeria,2014,39.9,liver,living,1,0.025062656641604012
Africa,Algeria,2014,39.9,liver,total,1,0.025062656641604012
Africa,Algeria,2014,39.9,lung,deceased,0,0
Africa,Algeria,2014,39.9,lung,living,0,0
Africa,Algeria,2014,39.9,lung,total,0,0
Africa,Algeria,2014,39.9,pancreas,total,0,0
Africa,Algeria,2014,39.9,smallbowel,total,0,0
Africa,Algeria,2015,39.7,heart,total,0,0
Africa,Algeria,2015,39.7,kidney,deceased,2,0.05037783375314861
Africa,Algeria,2015,39.7,kidney,living,168,4.231738035264483
Africa,Algeria,2015,39.7,kidney,total,170,4.282115869017632
Africa,Algeria,2015,39.7,kidneypancreas,total,0,0
Africa,Algeria,2015,39.7,liver,deceased,0,0
Africa,Algeria,2015,39.7,liver,domino,0,0
Africa,Algeria,2015,39.7,liver,living,1,0.025188916876574305
Africa,Algeria,2015,39.7,liver,total,1,0.025188916876574305
Africa,Algeria,2015,39.7,lung,deceased,0,0
Africa,Algeria,2015,39.7,lung,living,0,0
Africa,Algeria,2015,39.7,lung,total,0,0
Africa,Algeria,2015,39.7,pancreas,total,0,0
Africa,Algeria,2015,39.7,smallbowel,total,0,0
Africa,Algeria,2018,42,heart,total,0,0
Africa,Algeria,2018,42,kidney,deceased,0,0
Africa,Algeria,2018,42,kidney,living,268,6.380952380952381
Africa,Algeria,2018,42,kidney,total,268,6.380952380952381
Africa,Algeria,2018,42,kidneypancreas,total,0,0
Africa,Algeria,2018,42,liver,deceased,0,0
Africa,Algeria,2018,42,liver,domino,0,0
Africa,Algeria,2018,42,liver,living,7,0.16666666666666666
Africa,Algeria,2018,42,liver,total,7,0.16666666666666666
Africa,Algeria,2018,42,lung,deceased,0,0
Africa,Algeria,2018,42,lung,living,0,0
Africa,Algeria,2018,42,lung,total,0,0
Africa,Algeria,2018,42,pancreas,total,0,0
Africa,Algeria,2018,42,smallbowel,total,0,0
Africa,Algeria,2019,42.7,heart,total,0,0
Africa,Algeria,2019,42.7,kidney,deceased,2,0.046838407494145196
Africa,Algeria,2019,42.7,kidney,living,268,6.2763466042154565
Africa,Algeria,2019,42.7,kidney,total,270,6.323185011709602
Africa,Algeria,2019,42.7,kidneypancreas,total,0,0
Africa,Algeria,2019,42.7,liver,deceased,1,0.023419203747072598
Africa,Algeria,2019,42.7,liver,domino,0,0
Africa,Algeria,2019,42.7,liver,living,11,0.2576112412177986
Africa,Algeria,2019,42.7,liver,total,12,0.2810304449648712
Africa,Algeria,2019,42.7,lung,deceased,0,0
Africa,Algeria,2019,42.7,lung,living,0,0
Africa,Algeria,2019,42.7,lung,total,0,0
Africa,Algeria,2019,42.7,pancreas,total,0,0
Africa,Algeria,2019,42.7,smallbowel,total,0,0
Africa,Algeria,2020,43.9,heart,total,0,0
Africa,Algeria,2020,43.9,kidney,deceased,0,0
Africa,Algeria,2020,43.9,kidney,living,91,2.072892938496583
Africa,Algeria,2020,43.9,kidney,total,91,2.072892938496583
Africa,Algeria,2020,43.9,kidneypancreas,total,0,0
Africa,Algeria,2020,43.9,liver,deceased,0,0
Africa,Algeria,2020,43.9,liver,domino,0,0
Africa,Algeria,2020,43.9,liver,living,2,0.04555808656036447
Africa,Algeria,2020,43.9,liver,total,2,0.04555808656036447
Africa,Algeria,2020,43.9,lung,deceased,0,0
Africa,Algeria,2020,43.9,lung,living,0,0
Africa,Algeria,2020,43.9,lung,total,0,0
Africa,Algeria,2020,43.9,pancreas,total,0,0
Africa,Algeria,2020,43.9,smallbowel,total,0,0
America,Argentina,2004,38.9,heart,total,73,1.8766066838046274
America,Argentina,2004,38.9,kidney,deceased,573,14.730077120822623
America,Argentina,2004,38.9,kidney,living,188,4.832904884318766
America,Argentina,2004,38.9,kidney,total,761,19.56298200514139
America,Argentina,2004,38.9,kidneypancreas,total,9,0.23136246786632392
America,Argentina,2004,38.9,liver,deceased,197,5.06426735218509
America,Argentina,2004,38.9,liver,living,50,1.2853470437017995
America,Argentina,2004,38.9,liver,total,247,6.349614395886889
America,Argentina,2004,38.9,lung,total,31,0.7969151670951157
America,Argentina,2004,38.9,pancreas,total,9,0.23136246786632392
America,Argentina,2005,38.7,kidney,deceased,607,15.684754521963823
America,Argentina,2005,38.7,kidney,living,216,5.581395348837209
America,Argentina,2005,38.7,kidney,total,823,21.266149870801033
America,Argentina,2005,38.7,kidneypancreas,total,6,0.15503875968992248
America,Argentina,2005,38.7,liver,deceased,208,5.3746770025839785
America,Argentina,2005,38.7,liver,living,43,1.111111111111111
America,Argentina,2005,38.7,liver,total,251,6.48578811369509
America,Argentina,2005,38.7,lung,total,20,0.5167958656330749
America,Argentina,2005,38.7,pancreas,total,6,0.15503875968992248
America,Argentina,2006,39.1,heart,total,83,2.122762148337596
America,Argentina,2006,39.1,kidney,deceased,662,16.9309462915601
America,Argentina,2006,39.1,kidney,living,188,4.8081841432225065
America,Argentina,2006,39.1,kidney,total,850,21.73913043478261
America,Argentina,2006,39.1,kidneypancreas,total,29,0.7416879795396419
America,Argentina,2006,39.1,liver,deceased,236,6.035805626598465
America,Argentina,2006,39.1,liver,total,236,6.035805626598465
America,Argentina,2006,39.1,pancreas,total,29,0.7416879795396419
America,Argentina,2007,39.5,heart,total,83,2.1012658227848102
America,Argentina,2007,39.5,kidney,deceased,714,18.075949367088608
America,Argentina,2007,39.5,kidney,living,153,3.8734177215189876
America,Argentina,2007,39.5,kidney,total,867,21.949367088607595
America,Argentina,2007,39.5,kidneypancreas,total,68,1.7215189873417722
America,Argentina,2007,39.5,liver,deceased,247,6.253164556962025
America,Argentina,2007,39.5,liver,living,21,0.5316455696202531
America,Argentina,2007,39.5,liver,total,268,6.784810126582278
America,Argentina,2007,39.5,lung,total,24,0.6075949367088608
America,Argentina,2007,39.5,pancreas,total,70,1.7721518987341771
America,Argentina,2007,39.5,smallbowel,total,6,0.1518987341772152
America,Argentina,2008,39.9,heart,total,100,2.5062656641604013
America,Argentina,2008,39.9,kidney,deceased,753,18.87218045112782
America,Argentina,2008,39.9,kidney,living,207,5.18796992481203
America,Argentina,2008,39.9,kidney,total,960,24.060150375939852
America,Argentina,2008,39.9,kidneypancreas,total,77,1.9298245614035088
America,Argentina,2008,39.9,liver,deceased,247,6.190476190476191
America,Argentina,2008,39.9,liver,living,33,0.8270676691729324
America,Argentina,2008,39.9,liver,total,280,7.017543859649123
America,Argentina,2008,39.9,lung,total,32,0.8020050125313284
America,Argentina,2008,39.9,pancreas,total,85,2.130325814536341
America,Argentina,2008,39.9,smallbowel,total,8,0.2005012531328321
America,Argentina,2009,40.3,heart,total,93,2.307692307692308
America,Argentina,2009,40.3,kidney,deceased,839,20.818858560794045
America,Argentina,2009,40.3,kidney,living,212,5.260545905707197
America,Argentina,2009,40.3,kidney,total,1051,26.07940446650124
America,Argentina,2009,40.3,kidneypancreas,total,67,1.6625310173697272
America,Argentina,2009,40.3,liver,deceased,245,6.0794044665012414
America,Argentina,2009,40.3,liver,domino,2,0.04962779156327544
America,Argentina,2009,40.3,liver,living,20,0.49627791563275436
America,Argentina,2009,40.3,liver,total,265,6.575682382133995
America,Argentina,2009,40.3,lung,total,30,0.7444168734491315
America,Argentina,2009,40.3,smallbowel,total,3,0.07444168734491316
America,Argentina,2010,40.7,heart,total,72,1.769041769041769
America,Argentina,2010,40.7,kidney,deceased,846,20.786240786240786
America,Argentina,2010,40.7,kidney,living,236,5.798525798525798
America,Argentina,2010,40.7,kidney,total,1082,26.584766584766584
America,Argentina,2010,40.7,kidneypancreas,total,58,1.4250614250614249
America,Argentina,2010,40.7,liver,deceased,289,7.1007371007371
America,Argentina,2010,40.7,liver,domino,1,0.02457002457002457
America,Argentina,2010,40.7,liver,living,33,0.8108108108108107
America,Argentina,2010,40.7,liver,total,323,7.9361179361179355
America,Argentina,2010,40.7,lung,total,42,1.0319410319410318
America,Argentina,2010,40.7,smallbowel,total,7,0.17199017199017197
America,Argentina,2011,40.8,heart,total,106,2.5980392156862746
America,Argentina,2011,40.8,kidney,deceased,848,20.784313725490197
America,Argentina,2011,40.8,kidney,living,249,6.102941176470589
America,Argentina,2011,40.8,kidney,total,1097,26.887254901960787
America,Argentina,2011,40.8,kidneypancreas,total,65,1.593137254901961
America,Argentina,2011,40.8,liver,deceased,332,8.137254901960786
America,Argentina,2011,40.8,liver,domino,0,0
America,Argentina,2011,40.8,liver,living,32,0.7843137254901962
America,Argentina,2011,40.8,liver,total,364,8.92156862745098
America,Argentina,2011,40.8,lung,deceased,26,0.6372549019607844
America,Argentina,2011,40.8,lung,living,0,0
America,Argentina,2011,40.8,lung,total,26,0.6372549019607844
America,Argentina,2011,40.8,pancreas,total,75,1.8382352941176472
America,Argentina,2011,40.8,smallbowel,total,5,0.12254901960784315
America,Argentina,2012,41.1,heart,total,111,2.7007299270072993
America,Argentina,2012,41.1,kidney,deceased,901,21.92214111922141
America,Argentina,2012,41.1,kidney,living,283,6.885644768856447
America,Argentina,2012,41.1,kidney,total,1184,28.80778588807786
America,Argentina,2012,41.1,kidneypancreas,total,63,1.532846715328467
America,Argentina,2012,41.1,liver,deceased,357,8.686131386861314
America,Argentina,2012,41.1,liver,domino,0,0
America,Argentina,2012,41.1,liver,living,26,0.6326034063260341
America,Argentina,2012,41.1,liver,total,383,9.318734793187348
America,Argentina,2012,41.1,lung,deceased,32,0.778588807785888
America,Argentina,2012,41.1,lung,living,0,0
America,Argentina,2012,41.1,lung,total,32,0.778588807785888
America,Argentina,2012,41.1,pancreas,total,68,1.6545012165450121
America,Argentina,2012,41.1,smallbowel,total,5,0.121654501216545
America,Argentina,2013,41.4,heart,total,100,2.4154589371980677
America,Argentina,2013,41.4,kidney,deceased,874,21.11111111111111
America,Argentina,2013,41.4,kidney,living,400,9.66183574879227
America,Argentina,2013,41.4,kidney,total,1274,30.77294685990338
America,Argentina,2013,41.4,kidneypancreas,total,74,1.7874396135265702
America,Argentina,2013,41.4,liver,deceased,323,7.8019323671497585
America,Argentina,2013,41.4,liver,domino,0,0
America,Argentina,2013,41.4,liver,living,29,0.7004830917874396
America,Argentina,2013,41.4,liver,total,352,8.502415458937199
America,Argentina,2013,41.4,lung,deceased,36,0.8695652173913043
America,Argentina,2013,41.4,lung,living,0,0
America,Argentina,2013,41.4,lung,total,36,0.8695652173913043
America,Argentina,2013,41.4,pancreas,total,76,1.8357487922705316
America,Argentina,2013,41.4,smallbowel,total,6,0.14492753623188406
America,Argentina,2014,41.8,heart,total,101,2.4162679425837323
America,Argentina,2014,41.8,kidney,deceased,897,21.459330143540672
America,Argentina,2014,41.8,kidney,living,380,9.090909090909092
America,Argentina,2014,41.8,kidney,total,1277,30.550239234449762
America,Argentina,2014,41.8,kidneypancreas,total,63,1.5071770334928232
America,Argentina,2014,41.8,liver,deceased,327,7.822966507177034
America,Argentina,2014,41.8,liver,domino,0,0
America,Argentina,2014,41.8,liver,living,34,0.8133971291866029
America,Argentina,2014,41.8,liver,total,361,8.636363636363637
America,Argentina,2014,41.8,lung,deceased,42,1.0047846889952154
America,Argentina,2014,41.8,lung,living,0,0
America,Argentina,2014,41.8,lung,total,42,1.0047846889952154
America,Argentina,2014,41.8,pancreas,total,69,1.6507177033492824
America,Argentina,2014,41.8,smallbowel,total,2,0.04784688995215311
America,Argentina,2015,43.4,heart,total,114,2.6267281105990783
America,Argentina,2015,43.4,kidney,deceased,812,18.70967741935484
America,Argentina,2015,43.4,kidney,living,386,8.894009216589861
America,Argentina,2015,43.4,kidney,total,1198,27.6036866359447
America,Argentina,2015,43.4,kidneypancreas,total,71,1.6359447004608296
America,Argentina,2015,43.4,liver,deceased,347,7.9953917050691246
America,Argentina,2015,43.4,liver,living,29,0.6682027649769585
America,Argentina,2015,43.4,liver,total,376,8.663594470046084
America,Argentina,2015,43.4,lung,deceased,46,1.0599078341013826
America,Argentina,2015,43.4,lung,living,0,0
America,Argentina,2015,43.4,lung,total,46,1.0599078341013826
America,Argentina,2015,43.4,pancreas,total,74,1.7050691244239633
America,Argentina,2015,43.4,smallbowel,total,2,0.04608294930875576
America,Argentina,2016,43.8,heart,total,115,2.625570776255708
America,Argentina,2016,43.8,kidney,deceased,746,17.031963470319635
America,Argentina,2016,43.8,kidney,living,404,9.223744292237443
America,Argentina,2016,43.8,kidney,total,1150,26.25570776255708
America,Argentina,2016,43.8,kidneypancreas,total,46,1.0502283105022832
America,Argentina,2016,43.8,liver,deceased,330,7.5342465753424666
America,Argentina,2016,43.8,liver,domino,0,0
America,Argentina,2016,43.8,liver,living,38,0.8675799086757991
America,Argentina,2016,43.8,liver,total,368,8.401826484018265
America,Argentina,2016,43.8,lung,deceased,34,0.7762557077625571
America,Argentina,2016,43.8,lung,living,0,0
America,Argentina,2016,43.8,lung,total,34,0.7762557077625571
America,Argentina,2016,43.8,pancreas,total,48,1.0958904109589043
America,Argentina,2016,43.8,smallbowel,total,4,0.09132420091324202
America,Argentina,2017,44.3,heart,total,117,2.6410835214446955
America,Argentina,2017,44.3,kidney,deceased,929,20.970654627539506
America,Argentina,2017,44.3,kidney,living,392,8.848758465011286
America,Argentina,2017,44.3,kidney,total,1321,29.819413092550793
America,Argentina,2017,44.3,kidneypancreas,total,57,1.286681715575621
America,Argentina,2017,44.3,liver,deceased,409,9.232505643340858
America,Argentina,2017,44.3,liver,domino,0,0
America,Argentina,2017,44.3,liver,living,43,0.9706546275395035
America,Argentina,2017,44.3,liver,total,452,10.203160270880362
America,Argentina,2017,44.3,lung,deceased,42,0.9480812641083523
America,Argentina,2017,44.3,lung,living,0,0
America,Argentina,2017,44.3,lung,total,42,0.9480812641083523
America,Argentina,2017,44.3,pancreas,total,62,1.399548532731377
America,Argentina,2017,44.3,smallbowel,total,5,0.11286681715575622
America,Argentina,2018,44.7,heart,total,132,2.9530201342281877
America,Argentina,2018,44.7,kidney,deceased,1101,24.630872483221474
America,Argentina,2018,44.7,kidney,living,376,8.411633109619686
America,Argentina,2018,44.7,kidney,total,1477,33.04250559284116
America,Argentina,2018,44.7,kidneypancreas,total,84,1.8791946308724832
America,Argentina,2018,44.7,liver,deceased,432,9.664429530201343
America,Argentina,2018,44.7,liver,domino,0,0
America,Argentina,2018,44.7,liver,living,41,0.9172259507829977
America,Argentina,2018,44.7,liver,total,473,10.58165548098434
America,Argentina,2018,44.7,lung,deceased,44,0.9843400447427293
America,Argentina,2018,44.7,lung,living,0,0
America,Argentina,2018,44.7,lung,total,44,0.9843400447427293
America,Argentina,2018,44.7,pancreas,total,89,1.9910514541387023
America,Argentina,2018,44.7,smallbowel,total,1,0.022371364653243846
America,Argentina,2019,45.1,heart,total,124,2.7494456762749446
America,Argentina,2019,45.1,kidney,deceased,1325,29.379157427937916
America,Argentina,2019,45.1,kidney,living,351,7.78270509977827
America,Argentina,2019,45.1,kidney,total,1676,37.16186252771619
America,Argentina,2019,45.1,kidneypancreas,total,69,1.5299334811529932
America,Argentina,2019,45.1,liver,deceased,463,10.266075388026607
America,Argentina,2019,45.1,liver,domino,0,0
America,Argentina,2019,45.1,liver,living,41,0.9090909090909091
America,Argentina,2019,45.1,liver,total,504,11.175166297117515
America,Argentina,2019,45.1,lung,deceased,36,0.7982261640798226
America,Argentina,2019,45.1,lung,living,0,0
America,Argentina,2019,45.1,lung,total,36,0.7982261640798226
America,Argentina,2019,45.1,pancreas,total,74,1.6407982261640797
