region,country,year,population_m,donor_actual_total,donor_actual_dbd,donor_actual_dcd,donor_utilized_total,donor_utilized_dbd,donor_utilized_dcd,tx_kidney_deceased,tx_kidney_living,tx_kidney_total,tx_liver_deceased,tx_liver_domino,tx_liver_living,tx_liver_total,tx_heart_total,tx_lung_deceased,tx_lung_living,tx_lung_total,tx_pancreas_total,tx_kidneypancreas_total,tx_smallbowel_total
South-East Asia,Bhutan,2000,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Bhutan,2001,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Bhutan,2002,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Bhutan,2003,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Bhutan,2004,2.3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA
South-East Asia,Bhutan,2005,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Bhutan,2006,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Bhutan,2007,2.3,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,0
South-East Asia,Bhutan,2008,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Bhutan,2009,0.7,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
South-East Asia,Bhutan,2010,0.7,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
South-East Asia,Bhutan,2011,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South-East Asia,Bhutan,2012,0.8,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
South-East Asia,Bhutan,2013,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South-East Asia,Bhutan,2014,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
America,Bolivia (Plurinational State of),2010,10.7,15,15,0,NA,NA,NA,30,52,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Bolivia (Plurinational State of),2000,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Bolivia (Plurinational State of),2001,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Bolivia (Plurinational State of),2002,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Bolivia (Plurinational State of),2003,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Bolivia (Plurinational State of),2004,9,3,3,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Bolivia (Plurinational State of),2005,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Bolivia (Plurinational State of),2006,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Bolivia (Plurinational State of),2007,9.5,NA,NA,NA,NA,NA,NA,23,49,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Bolivia (Plurinational State of),2008,9.7,20,NA,NA,NA,NA,NA,38,41,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Bolivia (Plurinational State of),2009,9.9,NA,NA,NA,NA,NA,NA,31,16,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Bolivia (Plurinational State of),2011,10.1,10,10,0,NA,NA,NA,19,56,75,0,0,0,0,0,0,0,0,0,0,0
America,Bolivia (Plurinational State of),2012,10.2,10,10,0,NA,NA,NA,19,56,75,0,0,0,0,0,0,0,0,0,0,0
America,Bolivia (Plurinational State of),2013,10.7,10,10,0,NA,NA,NA,19,56,75,0,0,0,0,0,0,0,0,0,0,0
America,Bolivia (Plurinational State of),2014,10.8,9,9,0,9,9,0,17,79,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2001,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2002,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2003,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2004,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2005,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2006,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2007,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2008,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2009,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2010,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2011,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2012,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2013,3.8,1,1,0,1,1,0,2,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2014,3.8,4,4,0,4,4,0,7,14,21,2,0,0,2,0,0,0,0,0,0,0
America,Brazil,2000,170.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Brazil,2001,172.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,77,NA,NA,NA,NA,NA,NA,NA
America,Brazil,2002,174.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,131,NA,NA,NA,NA,NA,NA,NA
America,Brazil,2003,178.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,152,NA,NA,NA,NA,NA,NA,NA
America,Brazil,2004,180.7,1408,1408,NA,NA,NA,NA,1846,1322,3168,780,NA,173,953,195,NA,NA,NA,NA,NA,NA
America,Brazil,2005,186.4,1688,1688,NA,NA,NA,NA,1878,1510,3388,872,NA,187,1059,NA,NA,NA,NA,328,328,NA
America,Brazil,2006,188.9,1112,NA,NA,NA,NA,NA,1520,1763,3283,1020,NA,NA,1020,138,NA,NA,NA,173,173,NA
America,Brazil,2007,191.3,1049,NA,NA,NA,NA,NA,1883,1287,3170,978,NA,114,1092,159,NA,NA,NA,178,116,NA
America,Brazil,2008,194.2,1331,NA,NA,NA,NA,NA,2033,1747,3780,1053,NA,NA,1053,200,NA,NA,53,32,32,NA
America,Brazil,2009,193.7,1553,NA,NA,NA,NA,NA,2524,1717,4241,1197,NA,NA,1197,200,NA,NA,28,NA,NA,NA
America,Brazil,2010,195.4,1934,1934,NA,NA,NA,NA,2946,1714,4660,1295,NA,109,1404,167,NA,NA,60,NA,87,NA
America,Brazil,2011,196.7,2207,2207,0,NA,NA,NA,3314,1643,4957,1392,0,104,1496,160,47,1,48,184,130,0
America,Brazil,2012,198.4,2451,2451,0,NA,NA,NA,4051,1336,5387,1470,NA,106,1576,227,81,0,81,151,122,0
America,Brazil,2013,200.4,2541,2541,0,2418,2418,0,4226,1183,5409,1595,NA,131,1726,268,130,4,134,163,121,1
America,Brazil,2014,202,2710,2710,0,2465,2465,0,4453,1054,5507,1615,0,154,1769,309,67,0,67,140,98,4
Western Pacific,Brunei Darussalam,2000,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2001,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2002,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2003,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2004,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2005,0.4,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0
Western Pacific,Brunei Darussalam,2006,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2007,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2008,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2009,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2010,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2011,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2012,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2013,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2014,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bulgaria,2000,8.2,26,26,NA,NA,NA,NA,52,30,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bulgaria,2001,7.9,2,2,NA,NA,NA,NA,4,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bulgaria,2002,7.8,8,8,NA,NA,NA,NA,16,15,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bulgaria,2003,7.9,12,12,NA,NA,NA,NA,17,16,33,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA
Europe,Bulgaria,2004,7.8,7,7,NA,NA,NA,NA,14,10,24,0,NA,1,1,1,NA,NA,NA,11,11,NA
Europe,Bulgaria,2005,7.7,6,6,NA,NA,NA,NA,8,16,24,3,NA,5,8,NA,NA,NA,NA,NA,NA,NA
Europe,Bulgaria,2006,7.7,19,NA,NA,NA,NA,NA,30,4,34,9,NA,1,10,3,NA,NA,NA,NA,NA,NA
Europe,Bulgaria,2007,7.6,9,9,0,NA,NA,NA,11,16,27,6,0,1,7,3,NA,NA,0,0,0,0
Europe,Bulgaria,2008,7.6,8,8,NA,NA,NA,NA,8,11,19,5,0,4,9,3,NA,NA,NA,NA,NA,0
Europe,Bulgaria,2009,7.5,11,11,0,NA,11,0,17,15,32,9,NA,4,13,5,NA,NA,0,NA,0,0
Europe,Bulgaria,2010,7.5,20,20,0,NA,NA,NA,36,12,48,13,NA,2,15,5,NA,NA,0,NA,0,0
Europe,Bulgaria,2011,7.4,4,4,0,NA,NA,NA,8,9,17,3,0,3,6,0,0,0,0,0,0,0
Europe,Bulgaria,2012,7.4,2,2,0,NA,NA,NA,4,9,13,2,0,2,4,2,0,0,0,0,0,0
Europe,Bulgaria,2013,7.2,21,21,0,10,10,0,17,11,28,7,0,0,7,4,NA,NA,NA,NA,NA,NA
Europe,Bulgaria,2014,7.2,38,38,0,22,22,0,44,12,56,18,0,1,19,4,0,0,0,0,0,0
Africa,Cameroon,2000,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Cameroon,2001,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Cameroon,2002,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Cameroon,2003,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Cameroon,2004,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Cameroon,2005,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Cameroon,2006,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Cameroon,2007,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Cameroon,2008,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Cameroon,2009,19.5,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
Africa,Cameroon,2010,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Cameroon,2011,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Cameroon,2012,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Cameroon,2013,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Cameroon,2014,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
America,Canada,2000,31.1,475,475,NA,NA,NA,0,764,385,1149,404,NA,NA,404,174,NA,NA,NA,66,66,1
America,Canada,2001,31,420,420,NA,NA,NA,0,661,397,1058,297,NA,43,340,164,NA,NA,124,47,33,NA
America,Canada,2002,31.3,411,411,0,NA,NA,0,627,391,1018,339,NA,42,381,168,NA,NA,177,74,41,0
America,Canada,2003,31.5,428,428,0,NA,NA,0,650,403,1053,335,NA,35,370,159,NA,NA,120,63,36,4
America,Canada,2004,31.7,414,414,NA,NA,NA,0,603,413,1016,367,NA,53,420,146,NA,NA,135,61,45,1
America,Canada,2005,32.3,414,414,NA,NA,NA,0,612,443,1055,421,NA,NA,421,NA,NA,NA,146,87,48,1
America,Canada,2006,32.6,468,464,4,NA,NA,4,773,486,1259,422,0,67,489,183,NA,NA,168,90,54,0
America,Canada,2007,32.9,493,471,22,NA,NA,22,763,480,1243,476,NA,12,488,173,NA,NA,183,73,49,NA
America,Canada,2008,33.2,486,446,40,NA,NA,40,730,474,1204,478,NA,67,545,168,NA,NA,135,85,64,4
America,Canada,2009,33.6,487,444,43,NA,NA,43,810,454,1264,413,NA,64,477,172,NA,NA,188,NA,48,1
America,Canada,2010,33.9,495,423,72,NA,NA,45,749,485,1234,387,0,64,451,170,NA,NA,180,NA,50,1
America,Canada,2011,34.3,531,466,65,NA,NA,67,803,433,1236,487,0,NA,487,157,180,1,181,108,56,2
America,Canada,2012,34.7,542,460,82,NA,NA,NA,850,471,1321,410,NA,78,488,172,194,0,194,72,44,0
America,Canada,2013,35.2,552,NA,NA,552,NA,66,NA,NA,1342,NA,NA,NA,499,208,NA,NA,314,77,NA,0
America,Canada,2014,35.5,591,NA,NA,591,NA,125,884,452,1336,448,0,89,537,157,220,0,220,77,53,NA
America,Colombia,2000,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Colombia,2001,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Colombia,2002,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Colombia,2003,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Colombia,2004,44.9,258,258,NA,NA,NA,NA,384,82,466,125,NA,6,131,27,NA,NA,NA,NA,NA,NA
America,Colombia,2005,45.6,273,273,NA,NA,NA,NA,356,162,518,103,NA,12,115,NA,NA,NA,NA,6,6,2
America,Colombia,2006,46.3,396,NA,NA,NA,NA,NA,534,74,608,170,NA,NA,170,58,NA,NA,NA,3,3,NA
America,Colombia,2007,47,NA,NA,NA,NA,NA,NA,695,63,758,193,NA,NA,193,60,NA,NA,NA,8,8,NA
America,Colombia,2008,46.7,436,NA,NA,NA,NA,NA,641,64,705,198,NA,NA,198,83,NA,NA,14,5,5,NA
America,Colombia,2009,45.7,554,554,NA,NA,NA,NA,777,70,847,237,0,8,245,58,NA,NA,6,NA,8,0
America,Colombia,2010,46.3,569,569,0,NA,NA,NA,798,70,868,218,0,2,220,60,NA,NA,6,NA,12,6
America,Colombia,2011,46.9,392,392,0,NA,NA,NA,727,71,798,184,0,7,191,82,4,0,4,6,4,3
America,Colombia,2012,47.6,373,373,0,NA,NA,NA,693,89,782,211,0,5,216,101,13,0,13,5,5,5
America,Colombia,2013,48.3,329,329,0,323,323,0,587,105,692,178,0,13,191,82,8,0,8,4,3,2
America,Colombia,2014,48.9,346,346,0,336,336,0,643,118,761,201,0,21,222,82,10,0,10,3,3,5
America,Costa Rica,2000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Costa Rica,2001,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Costa Rica,2002,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Costa Rica,2003,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Costa Rica,2004,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Costa Rica,2005,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Costa Rica,2006,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Costa Rica,2007,4.5,19,NA,NA,NA,NA,NA,18,20,38,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
America,Costa Rica,2008,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Costa Rica,2009,4.6,24,24,0,NA,NA,NA,46,84,130,15,NA,1,16,3,NA,NA,0,NA,0,0
America,Costa Rica,2010,4.6,16,16,0,NA,NA,NA,32,93,125,8,0,0,8,0,NA,NA,0,NA,0,0
America,Costa Rica,2011,4.7,24,NA,NA,NA,NA,NA,29,119,148,8,NA,6,14,6,NA,NA,NA,NA,NA,NA
America,Costa Rica,2012,4.8,15,15,0,NA,NA,NA,24,111,135,7,0,2,9,0,NA,0,0,0,0,0
America,Costa Rica,2013,4.9,22,22,0,22,22,0,NA,116,116,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA
America,Costa Rica,2014,4.9,18,18,0,18,18,0,52,54,106,9,0,0,9,1,1,0,1,0,0,1
Europe,Croatia,2000,4.5,12,12,NA,NA,NA,NA,24,9,33,6,NA,NA,6,3,NA,NA,NA,NA,NA,NA
Europe,Croatia,2001,4.7,32,32,NA,NA,NA,NA,61,7,68,18,0,2,20,9,NA,NA,0,0,0,0
Europe,Croatia,2002,4.7,41,41,NA,NA,NA,NA,77,4,81,24,0,1,25,9,NA,NA,NA,NA,NA,NA
Europe,Croatia,2003,4.4,39,39,NA,NA,NA,NA,73,4,77,28,NA,1,29,7,NA,NA,NA,8,7,NA
Europe,Croatia,2004,4.4,59,59,NA,NA,NA,NA,106,7,113,43,NA,NA,43,8,NA,NA,NA,NA,NA,NA
Europe,Croatia,2005,4.6,44,43,1,NA,NA,NA,85,9,94,39,NA,NA,39,NA,NA,NA,NA,NA,NA,NA
Europe,Croatia,2006,4.6,57,NA,NA,NA,NA,NA,106,20,126,45,0,4,49,14,NA,NA,0,13,12,0
Europe,Croatia,2007,4.6,58,58,NA,NA,NA,NA,66,0,66,23,0,0,23,6,NA,NA,NA,3,3,NA
Europe,Croatia,2008,4.6,83,83,NA,NA,NA,NA,149,9,158,64,0,1,65,20,NA,NA,NA,14,14,NA
Europe,Croatia,2009,4.4,78,NA,NA,NA,77,0,156,14,170,60,0,2,62,20,NA,NA,NA,NA,13,NA
Europe,Croatia,2010,4.4,135,135,0,NA,NA,NA,224,20,244,103,NA,2,105,36,NA,NA,NA,NA,5,NA
Europe,Croatia,2011,4.4,148,148,0,NA,NA,NA,228,9,237,121,NA,3,124,38,NA,NA,NA,12,10,NA
Europe,Croatia,2012,4.4,153,153,0,NA,NA,NA,222,9,231,124,0,4,128,44,0,0,0,8,8,0
Europe,Croatia,2013,4.3,144,144,0,NA,NA,NA,205,3,208,114,0,1,115,33,0,0,0,7,6,0
Europe,Croatia,2014,4.3,151,151,0,NA,NA,NA,186,11,197,124,0,1,125,34,0,0,0,5,4,0
America,Cuba,2000,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Cuba,2001,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Cuba,2002,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Cuba,2003,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Cuba,2004,11.3,159,159,NA,NA,NA,NA,169,16,185,26,NA,NA,26,3,NA,NA,NA,NA,NA,NA
America,Cuba,2005,11.3,126,126,NA,NA,NA,NA,115,23,138,20,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
America,Cuba,2006,11.3,157,NA,NA,NA,NA,NA,111,8,119,29,NA,NA,29,3,NA,NA,NA,2,2,NA
America,Cuba,2007,11.3,200,200,NA,NA,NA,NA,150,16,166,39,NA,NA,39,7,NA,NA,NA,NA,NA,NA
America,Cuba,2008,11.3,186,NA,NA,NA,NA,NA,136,8,144,28,NA,NA,28,3,NA,NA,NA,1,1,NA
America,Cuba,2009,11.2,136,136,0,NA,NA,NA,130,4,134,23,NA,2,25,3,NA,NA,NA,NA,NA,NA
America,Cuba,2010,11.2,104,104,NA,NA,NA,NA,111,6,117,22,NA,NA,22,3,NA,NA,NA,NA,NA,NA
America,Cuba,2011,11.3,128,128,0,NA,NA,NA,144,2,146,20,0,2,22,2,0,0,0,0,0,0
America,Cuba,2012,11.2,111,111,0,NA,NA,NA,120,12,132,14,0,0,14,2,NA,0,0,0,0,0
America,Cuba,2013,11.3,94,94,0,89,89,0,108,20,128,19,0,3,22,2,0,0,0,0,0,0
America,Cuba,2014,11.3,124,124,0,120,120,0,147,28,175,30,0,2,32,1,0,0,0,0,0,0
Europe,Cyprus,2000,0.8,5,5,NA,NA,NA,NA,10,29,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Cyprus,2001,0.8,2,2,NA,NA,NA,NA,4,26,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Cyprus,2002,0.8,7,7,NA,NA,NA,NA,13,33,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Cyprus,2003,0.8,1,1,NA,NA,NA,NA,2,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Cyprus,2004,0.8,8,8,NA,NA,NA,NA,15,29,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Cyprus,2005,0.8,5,5,NA,NA,NA,NA,10,43,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Cyprus,2006,0.8,4,NA,NA,NA,NA,NA,8,38,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Cyprus,2007,0.8,NA,NA,NA,NA,NA,NA,18,36,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Cyprus,2008,0.9,13,13,NA,NA,NA,NA,24,34,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Cyprus,2009,0.9,8,NA,NA,NA,8,0,15,20,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Cyprus,2010,0.9,4,4,0,NA,NA,NA,8,24,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Cyprus,2011,1.1,6,6,0,NA,NA,NA,12,19,31,0,0,0,0,0,0,0,0,0,0,0
Europe,Cyprus,2012,1.1,4,4,0,NA,NA,NA,5,24,29,0,0,0,0,0,0,0,0,1,1,0
Europe,Cyprus,2013,1.1,6,6,0,6,6,0,9,22,31,0,0,0,0,0,0,0,0,0,0,0
Europe,Cyprus,2014,1.2,5,5,0,5,5,0,9,22,31,0,0,0,0,0,0,0,0,0,0,0
Europe,Czech Republic,2000,10.2,175,175,NA,NA,NA,NA,316,19,335,60,NA,NA,60,58,NA,NA,7,23,23,NA
